1.227351110818526658e+00,5.540511161483012259e+00,6.829978960207154781e-01,3.591964215680307326e+00,2.782332560905121266e+00,1.211663085111048588e+00,8.705216926677487033e-01,2.267708141511138198e+00,0.000000000000000000e+00
1.510247785618280991e+00,1.209530829364263260e+00,8.758807286008879478e-01,8.871403671890691900e-01,1.814504332304226475e+00,7.897635137855311127e-01,2.256556065063735961e+00,1.350783385324759944e+00,1.000000000000000000e+00
3.371392906983430748e+00,2.096683621905732764e+00,1.926962098503153920e+00,2.271925734074771164e+00,4.783995593233953514e+00,1.777336295088804308e+00,1.102319790482434891e+00,5.699150433290808060e+00,2.000000000000000000e+00
2.053848948434414456e+00,3.536592064571241867e+00,4.376713450890358459e+00,4.690526855560603003e+00,1.554907800147117269e+00,2.608496701240793136e+00,4.571679458488014269e+00,2.492610575169489806e+00,3.000000000000000000e+00
3.928987736984125068e+00,4.439028186009633892e+00,4.819754089795876162e+00,3.955686984156522090e+00,1.992853404545665397e+00,4.715378667776835009e+00,4.960751292629690390e+00,5.009485634630242323e+00,4.000000000000000000e+00
3.216223032251915637e+00,5.166415951523118721e+00,4.739236518511326324e+00,4.054616284202980481e+00,5.698012720517757757e+00,4.852683783388023642e+00,2.880335963589987003e+00,2.403066614051876382e+00,5.000000000000000000e+00
5.595754368423790481e+00,3.732882959787096944e+00,3.855619495321803036e+00,3.928414357851015115e+00,2.991871178037976531e+00,5.055531097958098741e+00,5.062576874171642594e+00,5.538304190741919264e+00,6.000000000000000000e+00
4.523011770379594232e+00,5.459261696009968468e+00,5.506996734954687334e+00,5.173762020678485563e+00,3.845854429966339527e+00,5.464045259279225242e+00,3.796405120070134753e+00,4.091299416943479095e+00,7.000000000000000000e+00
5.043758798013203482e+00,5.522813639495621985e+00,6.100877977403824204e+00,4.939368878990465284e+00,5.826769555013001423e+00,2.609035637730906743e+00,5.489642574038636980e+00,5.574096160514996789e+00,8.000000000000000000e+00
4.877138549601931494e+00,5.956676165962447200e+00,5.580275439701146034e+00,6.097756346992923682e+00,4.980554144249768278e+00,5.996149493659785890e+00,5.132539314724459345e+00,5.696137241874054347e+00,9.000000000000000000e+00
